Title,Rating,Votes,Stars,Genres,Start_Year,End_Year
The Gift,7.0,22882,"['Mehmet Günsür', 'Melisa Senolsun', 'Metin Akdülger']","['Drama', 'Fantasy', 'Mystery']",2019,2021
The Adventures of Sherlock Holmes,8.7,22881,"['David Burke', 'Rosalie Williams', 'Eric Porter']","['Crime', 'Drama', 'Mystery']",1984,1985
Man vs. Wild,8.2,22866,"['Will Ferrell', 'Sean Lacoste', 'Joe Rest']","['Adventure', 'Reality-TV']",2006,2020
That '90s Show,6.4,22865,"['Debra Jo Rupp', 'Callie Haverda', 'Ashley Aufderheide']","['Comedy', 'Drama', 'Romance']",2023,2023
The Musketeers,7.8,22846,"['Tom Burke', 'Santiago Cabrera', 'Howard Charles']","['Adventure', 'Drama']",2014,2016
Good Luck Charlie,7.1,22835,"['Leigh-Allyn Baker', 'Bradley Steven Perry', 'Mia Talerico']","['Comedy', 'Drama', 'Family']",2010,2014
Bad Sisters,8.3,22814,"['Claes Bang', 'Eve Hewson', 'Sarah Greene']","['Comedy', 'Drama', 'Thriller']",2022,2023
American Horror Stories,6.2,22736,"['Paris Jackson', 'Merrin Dungey', 'Selena Sloan']","['Drama', 'Horror', 'Mystery']",2021,2023
Poker Face,8.0,22723,"['Benjamin Bratt', 'Simon Helberg', 'Pedro Hollywood']","['Crime', 'Drama', 'Mystery']",2023,2023
Killjoys,7.2,22710,"['Aaron Ashmore', 'Luke Macfarlane', 'Tamsen McDonough']","['Action', 'Adventure', 'Sci-Fi']",2015,2019
Dirty John,7.2,22636,"['Christian Slater', 'Eric Bana', 'Amanda Peet']","['Crime', 'Drama']",2018,2023
Bewitched,7.6,22613,"['Dick York', 'Dick Sargent', 'Agnes Moorehead']","['Comedy', 'Family', 'Fantasy']",1964,1972
The Transformers,8.0,22523,"['Peter Cullen', 'Corey Burton', 'Christopher Collins']","['Animation', 'Action', 'Adventure']",1984,1987
Chucky,7.3,22480,"['Bjorgvin Arnarson', 'Alyvia Alyn Lind', 'Brad Dourif']","['Horror', 'Thriller']",2021,2023
The Bold Type,7.8,22476,"['Aisha Dee', 'Meghann Fahy', 'Melora Hardin']","['Comedy', 'Drama']",2017,2021
Hung,7.2,22458,"['Jane Adams', 'Charlie Saxton', 'Sianoa Smit-McPhee']","['Comedy', 'Drama']",2009,2011
Ben 10,7.4,22422,"['Paul Eiding', 'Meagan Moore', 'Dee Bradley Baker']","['Animation', 'Action', 'Adventure']",2005,2008
"The Adventures of Jimmy Neutron, Boy Genius",6.7,22409,"['Jeffrey Garcia', 'Rob Paulsen', 'Carolyn Lawrence']","['Animation', 'Adventure', 'Comedy']",2002,2006
Big Love,7.7,22370,"['Jeanne Tripplehorn', 'Chloë Sevigny', 'Ginnifer Goodwin']",['Drama'],2006,2011
TURN: Washington's Spies,8.1,22358,"['Heather Lind', 'Samuel Roukin', 'Daniel Henshall']","['Drama', 'History', 'War']",2014,2017
The Unit,8.0,22311,"['Regina Taylor', 'Audrey Marie Anderson', 'Robert Patrick']","['Action', 'Drama', 'Thriller']",2006,2009
Teen Titans Go!,5.4,22289,"['Khary Payton', 'Scott Menville', 'Tara Strong']","['Animation', 'Short', 'Action']",2013,2023
Frontier,7.1,22284,"['Landon Liboiron', 'Zoe Boyle', 'Greg Bryk']","['Adventure', 'Drama', 'History']",2016,2018
Vigil,7.4,22258,"['Rose Leslie', 'Shaun Evans', 'Paterson Joseph']","['Crime', 'Drama', 'Mystery']",2021,2023
Fortitude,7.3,22251,"['Björn Hlynur Haraldsson', 'Sienna Guillory', 'Mia Jexen']","['Drama', 'Horror', 'Mystery']",2015,2018
The Jetsons,7.0,22225,"['Janet Waldo', 'Mel Blanc', 'Penny Singleton']","['Animation', 'Comedy', 'Family']",1962,1963
Time,8.2,22083,"['Stephen Graham', 'James Nelson-Joyce', 'Hannah Walters']","['Crime', 'Drama']",2021,2023
Yu-Gi-Oh!,7.3,22014,"['Dan Green', 'Wayne Grayson', 'Amy Birnbaum']","['Animation', 'Action', 'Adventure']",2000,2006
The Summer I Turned Pretty,7.4,22010,"['Jackie Chung', 'Rachel Blanchard', 'Christopher Briney']","['Drama', 'Romance']",2022,2023
MacGyver,5.3,22009,"['Tristin Mays', 'Justin Hires', 'Meredith Eaton']","['Action', 'Adventure', 'Drama']",2016,2021
Portlandia,7.8,21921,"['Carrie Brownstein', 'Kyle MacLachlan', 'Sam Adams']",['Comedy'],2011,2018
Inspector Gadget,6.7,21891,"['Holly Berger', 'Frank Welker', 'Luc Durand']","['Animation', 'Action', 'Adventure']",1983,1986
American Idol,4.2,21887,"['Mark Thompson', 'Randy Jackson', 'Simon Cowell']","['Game-Show', 'Music', 'Reality-TV']",2002,2023
Friends from College,6.9,21877,"['Cobie Smulders', 'Annie Parisse', 'Nat Faxon']","['Comedy', 'Drama']",2017,2019
Perception,7.5,21871,"['Rachael Leigh Cook', 'Kelly Rowan', 'Arjay Smith']","['Crime', 'Drama', 'Mystery']",2012,2015
Harry & Meghan,4.9,21839,"['Prince Harry', 'Doria Ragland', 'David Olusoga']",['Documentary'],2022,2023
Last Resort,7.3,21828,"['Scott Speedman', 'Daisy Betts', 'Camille De Pazzis']","['Action', 'Drama', 'Mystery']",2012,2013
Invader ZIM,8.4,21823,"['Richard Steven Horvitz', 'Rikki Simons', 'Melissa Fahn']","['Animation', 'Action', 'Adventure']",2001,2006
Perry Mason,7.6,21789,"['Shea Whigham', 'Eric Lange', 'Juliet Rylance']","['Crime', 'Drama', 'History']",2020,2023
Royal Pains,7.1,21777,"['Paulo Costanzo', 'Reshma Shetty', ""Brooke D'Orsay""]","['Comedy', 'Drama']",2009,2016
Sanctuary,7.3,21720,"['Robin Dunne', 'Christopher Heyerdahl', 'Ryan Robbins']","['Action', 'Drama', 'Fantasy']",2008,2011
Prodigal Son,7.7,21713,"['Lou Diamond Phillips', 'Halston Sage', 'Aurora Perrineau']","['Crime', 'Drama', 'Mystery']",2019,2021
Ripper Street,8.1,21682,"['Adam Rothenberg', 'MyAnna Buring', 'Jerome Flynn']","['Crime', 'Drama', 'Mystery']",2012,2016
Moonlighting,7.6,21623,"['Bruce Willis', 'Allyce Beasley', 'Curtis Armstrong']","['Comedy', 'Drama', 'Mystery']",1985,1989
Hell's Kitchen,7.1,21582,"['Jean Philippe Susilovic', 'Scott Leibfried', 'Jason Thompson']","['Game-Show', 'Reality-TV']",2005,2023
My Little Pony: Friendship Is Magic,7.7,21543,"['Tara Strong', 'Tabitha St. Germain', 'Andrea Libman']","['Animation', 'Adventure', 'Comedy']",2010,2020
Undone,8.2,21533,"['Angelique Cabral', 'Constance Marie', 'Bob Odenkirk']","['Animation', 'Drama', 'Fantasy']",2019,2023
Daybreak,6.7,21477,"['Alyvia Alyn Lind', 'Sophie Simnett', 'Austin Crute']","['Action', 'Adventure', 'Comedy']",2019,2023
Queer as Folk,8.5,21421,"['Hal Sparks', 'Randy Harrison', 'Michelle Clunie']","['Drama', 'Romance']",1999,2005
RuPaul's Drag Race,8.5,21331,"['Michelle Visage', 'Jason Carter', 'Ross Mathews']",['Reality-TV'],2009,2023
Winning Time: The Rise of the Lakers Dynasty,8.3,21312,"['Quincy Isaiah', 'Jason Clarke', 'Gaby Hoffmann']","['Biography', 'Drama', 'Sport']",2022,2023
The Midnight Gospel,8.2,21262,"['Duncan Trussell', 'Joey Diaz', 'Doug Lussenhop']","['Animation', 'Adventure', 'Comedy']",2020,2023
Crazy Ex-Girlfriend,7.8,21261,"['Donna Lynne Champlin', 'Vincent Rodriguez III', 'Pete Gardner']","['Comedy', 'Musical']",2015,2019
Codename: Kids Next Door,7.2,21225,"['Dee Bradley Baker', 'Lauren Tom', 'Cree Summer']","['Animation', 'Action', 'Adventure']",2002,2008
Reno 911!,7.9,21219,"['Cedric Yarbrough', 'Robert Ben Garant', 'Kerri Kenney']","['Comedy', 'Crime']",2003,2023
Awake,7.9,21190,"['Laura Allen', 'Steve Harris', 'Dylan Minnette']","['Drama', 'Fantasy', 'Mystery']",2012,2023
Cloak & Dagger,6.6,21186,"['Aubrey Joseph', 'Gloria Reuben', 'Emma Lahana']","['Action', 'Adventure', 'Drama']",2018,2019
Gavin & Stacey,8.2,21182,"['Mathew Horne', 'Alison Steadman', 'Ruth Jones']","['Comedy', 'Drama', 'Romance']",2007,2019
Everything Sucks!,7.5,21180,"['Peyton Kennedy', 'Patch Darragh', 'Claudine Mboligikpelani Nako']","['Comedy', 'Drama']",2018,2023
My So-Called Life,8.4,21177,"['Wilson Cruz', 'Claire Danes', 'Devon Gummersall']","['Comedy', 'Drama', 'Romance']",1994,1995
Lovesick,8.0,21148,"['Antonia Thomas', 'Daniel Ings', 'Joshua McGuire']",['Comedy'],2014,2018
Knightfall,6.8,21056,"['Pádraic Delaney', 'Simon Merrells', 'Julian Ovenden']","['Action', 'Adventure', 'Drama']",2017,2019
I'm Alan Partridge,8.6,21040,"['Simon Greenall', 'Felicity Montagu', 'Phil Cornwell']",['Comedy'],1997,2002
Rocko's Modern Life,7.9,20959,"['Tom Kenny', 'Charlie Adler', 'Mr. Lawrence']","['Animation', 'Comedy', 'Family']",1993,1996
From Dusk Till Dawn: The Series,6.8,20916,"['Zane Holtz', 'Jesse Garcia', 'Eiza González']","['Action', 'Crime', 'Fantasy']",2014,2016
Avenue 5,6.6,20915,"['Josh Gad', 'Zach Woods', 'Rebecca Front']","['Comedy', 'Sci-Fi']",2020,2022
Baby Daddy,7.3,20897,"['Derek Theler', 'Melissa Peterman', 'Chelsea Kane']","['Comedy', 'Drama', 'Family']",2012,2017
Ringer,6.9,20891,"['Kristoffer Polaha', 'Ioan Gruffudd', 'Nestor Carbonell']","['Crime', 'Drama', 'Mystery']",2011,2012
Ghosts,7.9,20883,"['Utkarsh Ambudkar', 'Brandon Scott Jones', 'Richie Moriarty']","['Comedy', 'Fantasy']",2021,2023
Them,7.4,20873,"['Ashley Thomas', 'Shahadi Wright Joseph', 'Alison Pill']","['Drama', 'Horror', 'Thriller']",2021,2023
Cow and Chicken,6.6,20844,"['Candi Milo', 'Dee Bradley Baker', 'Michael Dorn']","['Animation', 'Adventure', 'Comedy']",1997,1999
I Know This Much Is True,8.1,20777,"['John Procaccino', 'Rob Huebel', 'Gabe Fazio']",['Drama'],2020,2023
Just Shoot Me!,6.9,20774,"['Enrico Colantoni', 'George Segal', 'Wendie Malick']",['Comedy'],1997,2003
Bull,7.1,20757,"['Geneva Carr', 'Jaime Lee Kirchner', 'Chris Jackson']","['Comedy', 'Crime', 'Drama']",2016,2022
Drawn Together,7.1,20743,"['Jess Harnell', 'Abbey McBride', 'Jack Plotnick']","['Animation', 'Comedy', 'Reality-TV']",2004,2007
C.B. Strike,7.9,20727,"['Holliday Grainger', 'Kerr Logan', 'Jack Greenlees']","['Crime', 'Drama', 'Mystery']",2017,2023
Catastrophe,8.2,20720,"['Rob Delaney', 'Mark Bonnar', 'Ashley Jensen']",['Comedy'],2015,2019
Without a Trace,7.0,20709,"['Poppy Montgomery', 'Enrique Murciano', 'Eric Close']","['Crime', 'Drama', 'Mystery']",2002,2009
Shrinking,8.0,20633,"['Jessica Williams', 'Harrison Ford', 'Luke Tennie']","['Comedy', 'Drama']",2023,2023
The Rehearsal,8.6,20590,"['Journey Baker', 'Anna Lamadrid', 'Sawyer J. Bell']","['Documentary', 'Comedy']",2022,2023
That's So Raven,6.6,20555,"['Orlando Brown', 'Anneliese van der Pol', 'Kyle Massey']","['Comedy', 'Family', 'Fantasy']",2003,2007
Doctor Foster: A Woman Scorned,7.6,20534,"['Bertie Carvel', 'Tom Taylor', 'Thusitha Jayasundera']",['Thriller'],2015,2017
Dash & Lily,7.5,20531,"['Midori Francis', 'Dante Brown', 'Troy Iwata']","['Comedy', 'Drama', 'Romance']",2020,2023
Paradise PD,6.8,20521,"['Tom Kenny', 'Kyle Kinane', 'Cedric Yarbrough']","['Animation', 'Action', 'Comedy']",2018,2022
The Addams Family,8.0,20462,"['Carolyn Jones', 'Jackie Coogan', 'Ted Cassidy']","['Comedy', 'Family', 'Horror']",1964,1966
Chip 'n' Dale Rescue Rangers,7.6,20448,"['Corey Burton', 'Jim Cummings', 'Peter Cullen']","['Animation', 'Action', 'Adventure']",1989,1990
Absolutely Fabulous,8.2,20442,"['Joanna Lumley', 'Julia Sawalha', 'June Whitfield']",['Comedy'],1992,2012
The Secret Life of the American Teenager,4.9,20407,"['Molly Ringwald', 'India Eisley', 'Mark Derwin']","['Comedy', 'Drama', 'Family']",2008,2013
Tales from the Loop,7.4,20402,"['Paul Schneider', 'Rebecca Hall', 'Robert Nahum']","['Drama', 'Sci-Fi']",2020,2023
Dave,8.3,20367,"['Andrew Santino', 'Gata', 'Taylor Misiak']","['Comedy', 'Music']",2020,2023
How I Met Your Father,5.5,20339,"['Christopher Lowell', 'Francia Raisa', 'Suraj Sharma']","['Comedy', 'Drama']",2022,2023
Jackie Chan Adventures,7.4,20285,"['James Sie', 'Stacie Chan', 'Sab Shimono']","['Animation', 'Action', 'Adventure']",2000,2005
Snowfall,8.2,20267,"['Carter Hudson', 'Isaiah John', 'Amin Joseph']","['Crime', 'Drama']",2017,2023
Drop Dead Diva,7.5,20239,"['Margaret Cho', 'Kate Levering', 'April Bowlby']","['Comedy', 'Drama']",2009,2014
Go On,7.5,20228,"['Laura Benanti', 'Julie White', 'Suzy Nakamura']",['Comedy'],2012,2013
Dota: Dragon's Blood,7.8,20227,"['Lara Pulver', 'Troy Baker', 'Freya Tingley']","['Animation', 'Action', 'Adventure']",2021,2023
Medici,7.9,20198,"['Alessandra Mastronardi', 'Synnove Karlsen', 'Sebastian De Souza']","['Biography', 'Drama', 'History']",2016,2019
Pan Am,7.0,20181,"['Margot Robbie', 'Michael Mosley', 'Karine Vanasse']","['Drama', 'History', 'Romance']",2011,2012
Shetland,8.2,20173,"['Steven Robertson', 'Douglas Henshall', 'Lewis Howden']","['Crime', 'Drama', 'Mystery']",2013,2023
Tehran,7.6,20169,"['Shaun Toub', 'Shervin Alenabi', 'Shila Ommi']","['Action', 'Crime', 'Drama']",2020,2023
Mr Inbetween,8.6,20168,"['Chika Yasumura', 'Justin Rosniak', 'Damon Herriman']","['Crime', 'Drama']",2018,2021
Unforgettable,6.8,20140,"['Dylan Walsh', 'James Hiroyuki Liao', 'Jane Curtin']","['Crime', 'Drama', 'Mystery']",2011,2016
Dinosaurs,7.5,20111,"['Allan Trautman', 'Jessica Walter', 'Leif Tilden']","['Comedy', 'Family', 'Fantasy']",1991,1994
Looking,8.2,20074,"['Frankie J. Alvarez', 'Murray Bartlett', 'Lauren Weedman']","['Comedy', 'Drama', 'Romance']",2014,2015
Kim's Convenience,8.2,20063,"['Jean Yoon', 'Andrea Bang', 'Simu Liu']",['Comedy'],2016,2021
Mayans M.C.,7.6,19973,"['Clayton Cardenas', 'Michael Irby', 'Carla Baratta']","['Crime', 'Drama', 'Thriller']",2018,2023
The Penguins of Madagascar,7.5,19947,"['Tom McGrath', 'Jeff Bennett', 'James Patrick Stuart']","['Animation', 'Short', 'Action']",2008,2015
The Suite Life on Deck,6.3,19896,"['Cole Sprouse', 'Brenda Song', 'Debby Ryan']","['Action', 'Adventure', 'Comedy']",2008,2011
Sweet Magnolias,7.3,19795,"['JoAnna Garcia Swisher', 'Brooke Elliott', 'Heather Headley']","['Drama', 'Romance']",2020,2023
The Capture,7.9,19786,"['Ben Miles', 'Lia Williams', 'Cavan Clerkin']","['Crime', 'Mystery', 'Thriller']",2019,2023
Vikingane,7.7,19768,"['Nils Jørgen Kaalstad', 'Jon Øigarden', 'Bjørn Myrene']","['Comedy', 'History']",2016,2020
The Pink Panther Show,7.6,19754,"['Larry D. Mann', 'Rich Little', 'Paul Frees']","['Animation', 'Comedy', 'Family']",1969,2011
Caliphate,8.2,19724,"['Amed Bozan', 'Aliette Opheim', 'Albin Grenholm']","['Crime', 'Drama', 'Thriller']",2020,2023
Intelligence,6.8,19722,"['Meghan Ory', 'John Billingsley', 'P.J. Byrne']","['Action', 'Drama', 'Sci-Fi']",2014,2023
Lizzie McGuire,6.6,19707,"['Adam Lamberg', 'Robert Carradine', 'Lalaine']","['Comedy', 'Drama', 'Family']",2001,2004
Insecure,8.0,19652,"['Yvonne Orji', 'Jay Ellis', 'Natasha Rothwell']","['Comedy', 'Romance']",2016,2021
The Bridge,7.6,19620,"['Diane Kruger', 'Thomas M. Wright', 'Ted Levine']","['Crime', 'Drama', 'Mystery']",2013,2014
Happy Days,7.4,19619,"['Henry Winkler', 'Marion Ross', 'Tom Bosley']","['Comedy', 'Family', 'Music']",1974,1984
Friday Night Dinner,8.1,19617,"['Simon Bird', 'Paul Ritter', 'Tom Rosenthal']",['Comedy'],2011,2020
The Eric Andre Show,8.6,19608,"['Hannibal Buress', 'Tom Ato', 'Early McCalister']","['Comedy', 'Talk-Show']",2012,2023
Criminal: UK,7.6,19591,"['Lee Ingleby', 'Rochenda Sandall', 'Shubham Saraf']","['Crime', 'Drama', 'Mystery']",2019,2020
Bosch: Legacy,8.5,19586,"['Titus Welliver', 'Mimi Rogers', 'Madison Lintz']","['Crime', 'Drama']",2022,2023
Night Sky,7.4,19583,"['J.K. Simmons', 'Chai Hansen', 'Kiah McKirnan']","['Adventure', 'Drama', 'Fantasy']",2022,2023
Star Trek: Lower Decks,7.5,19580,"['Jack Quaid', 'Noël Wells', 'Eugene Cordero']","['Animation', 'Action', 'Adventure']",2020,2023
Star Wars: Visions,7.0,19528,"['Neil Kaplan', 'Adam Sietz', 'JP Karliak']","['Animation', 'Action', 'Adventure']",2021,2023
Queer Eye,8.5,19480,"['Antoni Porowski', 'Jonathan Van Ness', 'Karamo Brown']",['Reality-TV'],2018,2023
FBI,7.0,19469,"['Zeeko Zaki', 'Jeremy Sisto', 'Alana De La Garza']","['Action', 'Crime', 'Drama']",2018,2023
Who Is America?,8.3,19443,"['Roy Elghanayan', 'Emanuela Postacchini', 'Gloria Sandoval']",['Comedy'],2018,2023
Doug,7.4,19391,"['Fred Newman', 'Constance Shulman', 'Doug Preis']","['Animation', 'Adventure', 'Comedy']",1991,1994
Sliders,7.4,19302,"['Sabrina Lloyd', 'John Rhys-Davies', 'Cleavant Derricks']","['Adventure', 'Fantasy', 'Sci-Fi']",1995,2000
Stargirl,7.2,19254,"['Trae Romano', 'Amy Smart', 'Luke Wilson']","['Action', 'Adventure', 'Crime']",2020,2022
Blood of Zeus,7.5,19246,"[""Jason O'Mara"", 'Jessica Henwick', 'Claudia Christian']","['Animation', 'Action', 'Adventure']",2020,2023
Kidding,8.0,19197,"['Frank Langella', 'Judy Greer', 'Cole Allen']","['Comedy', 'Drama']",2018,2020
Melissa & Joey,7.0,19164,"['Joey Lawrence', 'Taylor Spreitler', 'Nick Robinson']","['Comedy', 'Romance']",2010,2015
Ghosts,8.3,19141,"['Mathew Baynton', 'Simon Farnaby', 'Martha Howe-Douglas']","['Comedy', 'Fantasy']",2019,2023
Glitch,7.2,19133,"['Emma Booth', 'Sean Keenan', 'Hannah Monson']","['Drama', 'Horror', 'Sci-Fi']",2015,2019
Police Squad!,8.4,19119,"['Alan North', 'Rex Hamilton', 'Ed Williams']","['Comedy', 'Crime']",1982,2023
Danny Phantom,7.1,19097,"['Grey Griffin', ""Rickey D'Shon Collins"", 'Rob Paulsen']","['Animation', 'Action', 'Adventure']",2003,2007
Leverage: Redemption,8.2,19093,"['Christian Kane', 'Beth Riesgraf', 'Aleyse Shannon']","['Crime', 'Mystery', 'Thriller']",2021,2023
He-Man and the Masters of the Universe,7.5,19051,"['Alan Oppenheimer', 'Linda Gary', 'Lou Scheimer']","['Animation', 'Action', 'Adventure']",1983,1985
NCIS: New Orleans,6.8,19045,"['Rob Kerkovich', 'CCH Pounder', 'Daryl Mitchell']","['Action', 'Crime', 'Drama']",2014,2021
Workin' Moms,7.8,19033,"['Dani Kind', 'Philip Sternberg', 'Ryan Belleville']","['Comedy', 'Drama']",2017,2023
"Love, Victor",8.0,19028,"['Rachel Hilson', 'Anthony Turpel', 'Bebe Wood']","['Comedy', 'Drama', 'Romance']",2020,2022
Genius,8.2,18999,"['Seth Gabel', 'Antonio Banderas', 'Clémence Poésy']","['Biography', 'Drama', 'History']",2017,2023
JAG,6.6,18996,"['Catherine Bell', 'Patrick Labyorteaux', 'John M. Jackson']","['Action', 'Crime', 'Drama']",1995,2005
The Lying Game,7.3,18927,"['Andy Buckley', 'Allie Gonino', 'Alice Greczyn']","['Drama', 'Mystery']",2011,2013
The Devil's Hour,7.7,18904,"['Peter Capaldi', 'Nikesh Patel', 'Benjamin Chivers']","['Drama', 'Thriller']",2022,2023
Family Ties,7.2,18886,"['Michael Gross', 'Meredith Baxter', 'Justine Bateman']","['Comedy', 'Drama', 'Family']",1982,1989
The Tick,7.4,18878,"['Griffin Newman', 'Valorie Curry', 'Brendan Hines']","['Action', 'Adventure', 'Comedy']",2016,2019
Outcast,7.3,18798,"['Philip Glenister', 'Wrenn Schmidt', 'Reg E. Cathey']","['Drama', 'Horror']",2016,2017
Please Like Me,8.5,18742,"['Thomas Ward', 'John', 'Debra Lawrance']","['Comedy', 'Drama', 'Romance']",2013,2016
Body of Proof,7.1,18737,"['Jeri Ryan', 'Geoffrey Arend', 'Windell Middlebrooks']","['Comedy', 'Crime', 'Drama']",2011,2013
Girlboss,7.0,18725,"['Ellie Reed', 'Johnny Simmons', 'Alphonso McAuley']",['Comedy'],2017,2023
Kingdom,8.5,18701,"['Kiele Sanchez', 'Matt Lauria', 'Jonathan Tucker']","['Drama', 'Sport']",2014,2017
Bitten,6.9,18632,"['Greyston Holt', 'Greg Bryk', 'Steve Lund']","['Drama', 'Fantasy', 'Horror']",2014,2016
Ned's Declassified School Survival Guide,7.4,18550,"['Lindsey Shaw', 'Daniel Curtis Lee', 'Kyle Swann']","['Comedy', 'Family']",2004,2007
Fresh Meat,7.8,18529,"['Greg McHugh', 'Kimberley Nixon', 'Charlotte Ritchie']","['Comedy', 'Drama']",2011,2016
The Adventures of Tintin,8.3,18494,"['Thierry Wermuth', 'Christian Pelissier', 'Henri Labussière']","['Animation', 'Action', 'Adventure']",1991,1992
The Tonight Show Starring Jimmy Fallon,7.1,18462,"['The Roots', 'Steve Higgins', 'Questlove']","['Comedy', 'Music', 'Talk-Show']",2014,2023
Late Night with Conan O'Brien,8.2,18443,"['The Max Weinberg 7', 'Andy Richter', 'Joel Godard']","['Comedy', 'Music', 'Talk-Show']",1993,2009
Human Target,7.8,18428,"['Chi McBride', 'Jackie Earle Haley', 'Indira Varma']","['Action', 'Adventure', 'Crime']",2010,2011
The Drew Carey Show,6.9,18407,"['Diedrich Bader', 'Kathy Kinney', 'Ryan Stiles']",['Comedy'],1995,2004
The Future Diary,7.5,18333,"['Josh Grelle', 'Leah Clark', 'Emily Neves']","['Animation', 'Action', 'Drama']",2011,2013
Deadly Class,7.5,18311,"['Benjamin Wadsworth', 'Lana Condor', 'María Gabriela de Faría']","['Action', 'Adventure', 'Comedy']",2018,2019
The Tourist,7.0,18228,"['Danielle Macdonald', 'Shalom Brune-Franklin', 'Ólafur Darri Ólafsson']","['Drama', 'Mystery', 'Thriller']",2022,2023
Thundercats,7.9,18205,"['Larry Kenney', 'Earl Hammond', 'Lynne Lipton']","['Animation', 'Action', 'Adventure']",1985,1989
America's Next Top Model,5.6,18184,"['Yoanna House', 'Tyra Banks', 'J. Alexander']","['Game-Show', 'Reality-TV']",2003,2023
My Mad Fat Diary,8.4,18122,"['Dan Cohen', 'Jodie Comer', 'Darren Evans']","['Comedy', 'Drama', 'Romance']",2013,2015
666 Park Avenue,6.8,18105,"['Dave Annable', 'Robert Buckley', 'Samantha Logan']","['Drama', 'Fantasy', 'Horror']",2012,2013
Young Rock,7.9,18102,"['Joseph Lee Anderson', 'Stacey Leilua', 'Ana Tuisila']",['Comedy'],2021,2023
Flashpoint,7.8,18004,"['Amy Jo Johnson', 'David Paetkau', 'Sergio Di Zio']","['Action', 'Crime', 'Drama']",2008,2012
Through the Wormhole,8.6,17996,"['Sean Carroll', 'Michio Kaku', 'Kip Thorne']",['Documentary'],2010,2017
Alfred Hitchcock Presents,8.5,17989,"['Harry Tyler', 'John Williams', 'Patricia Hitchcock']","['Comedy', 'Crime', 'Drama']",1955,1962
Star-Crossed,7.1,17952,"['Matt Lanter', 'Grey Damon', 'Greg Finley']","['Drama', 'Romance', 'Sci-Fi']",2014,2023
Boss,8.1,17925,"['Connie Nielsen', 'Hannah Ware', 'Jeff Hephner']","['Crime', 'Drama']",2011,2012
Doc Martin,8.4,17853,"['Martin Clunes', 'Ian McNeice', 'Joe Absolom']","['Comedy', 'Drama', 'Romance']",2004,2022
The New Batman Adventures,8.4,17850,"['Tara Strong', 'Mathew Valencia', 'Efrem Zimbalist Jr.']","['Animation', 'Action', 'Adventure']",1997,1999
Da Ali G Show,8.0,17818,"['Steve Ellington', 'T.N.T. Crew']","['Comedy', 'Talk-Show']",2000,2004
Rookie Blue,7.7,17799,"['Gregory Smith', 'Enuka Okuma', 'Travis Milne']","['Action', 'Crime', 'Drama']",2010,2015
Inside No. 9,8.5,17762,"['Steve Pemberton', 'Derek Jacobi', 'Katherine Parkinson']","['Comedy', 'Crime', 'Drama']",2014,2023
Criminal Justice,8.1,17745,"['Pankaj Tripathi', 'Rucha Inamdar', 'Jagat Rawat']","['Crime', 'Drama', 'Mystery']",2019,2023
Happy Tree Friends,7.0,17739,"['Ellen Connell', 'Warren Graff', 'Kenn Navarro']","['Animation', 'Comedy', 'Horror']",2000,2016
On My Block,7.9,17712,"['Jason Genao', 'Brett Gray', 'Diego Tinoco']","['Comedy', 'Drama']",2018,2021
In Treatment,8.3,17695,"['Uzo Aduba', 'Dianne Wiest', 'Michelle Forbes']",['Drama'],2008,2021
Heartland,8.5,17668,"['Shaun Johnston', 'Michelle Morgan', 'Chris Potter']","['Drama', 'Family']",2007,2023
Lockwood & Co,7.4,17662,"['Cameron Chapman', 'Ali Hadji-Heshmati', 'Jack Bandeira']","['Action', 'Adventure', 'Drama']",2023,2023
Trollhunters: Tales of Arcadia,8.4,17658,"['Lexi Medrano', 'Anton Yelchin', 'Kelsey Grammer']","['Animation', 'Action', 'Adventure']",2016,2018
The Chair,7.2,17651,"['Jay Duplass', 'Bob Balaban', 'Nana Mensah']","['Comedy', 'Drama']",2021,2023
Gypsy,6.8,17645,"['Billy Crudup', 'Sophie Cookson', 'Karl Glusman']","['Drama', 'Thriller']",2017,2023
Smash,7.7,17620,"['Jack Davenport', 'Katharine McPhee', 'Christian Borle']","['Drama', 'Musical']",2012,2013
The Purge,6.5,17616,"['Derek Luke', 'Hannah Emily Anderson', 'Max Martini']","['Action', 'Drama', 'Horror']",2018,2019
"Walker, Texas Ranger",5.6,17614,"['Clarence Gilyard Jr.', 'Sheree J. Wilson', 'Noble Willingham']","['Action', 'Adventure', 'Crime']",1993,2001
Stalker,7.5,17597,"['Maggie Q', 'Victor Rasuk', 'Mariana Klaveno']","['Crime', 'Drama', 'Thriller']",2014,2015
White Lines,6.6,17574,"['Nuno Lopes', 'Marta Milans', 'Daniel Mays']","['Crime', 'Drama', 'Mystery']",2020,2023
Northern Exposure,8.4,17546,"['Janine Turner', 'Barry Corbin', 'John Cullum']","['Comedy', 'Drama']",1990,1995
The Mick,7.8,17490,"[""Sofia Black-D'Elia"", 'Thomas Barbusca', 'Carla Jimenez']",['Comedy'],2017,2018
Versailles,7.9,17489,"['Alexander Vlahos', 'Tygh Runyan', 'Stuart Bowman']","['Biography', 'Drama', 'History']",2015,2018
Reservation Dogs,8.1,17452,"[""D'Pharaoh Woon-A-Tai"", 'Lane Factor', 'Paulina Alexis']","['Comedy', 'Crime']",2021,2023
